static_id,iso_639_3,persona,score_llm,model,score_manual,agreement
flores_48030,deu,dynamic_short,2,gemma-3-1b-it,0,False
flores_47871,deu,dynamic_medium,0,gemma-3-1b-it,2,False
flores_47886,deu,dynamic_medium,0,gemma-3-1b-it,0,True
flores_47901,deu,dynamic_medium,0,gemma-3-1b-it,2,False
flores_47925,deu,dynamic_medium,-1,gemma-3-1b-it,2,False
flores_47951,deu,dynamic_medium,2,gemma-3-1b-it,2,True
flores_47971,deu,dynamic_medium,1,gemma-3-1b-it,2,False
flores_47984,deu,dynamic_medium,2,gemma-3-1b-it,2,True
flores_48014,deu,dynamic_medium,2,gemma-3-1b-it,2,True
flores_48026,deu,dynamic_medium,0,gemma-3-1b-it,2,False
flores_48030,deu,dynamic_medium,2,gemma-3-1b-it,2,True
flores_47871,deu,dynamic_long,2,gemma-3-1b-it,2,True
flores_47886,deu,dynamic_long,0,gemma-3-1b-it,2,False
flores_47901,deu,dynamic_long,0,gemma-3-1b-it,2,False
flores_47925,deu,dynamic_long,2,gemma-3-1b-it,2,True
flores_47951,deu,dynamic_long,2,gemma-3-1b-it,2,True
flores_47971,deu,dynamic_long,2,gemma-3-1b-it,2,True
flores_47984,deu,dynamic_long,2,gemma-3-1b-it,2,True
flores_48014,deu,dynamic_long,2,gemma-3-1b-it,2,True
flores_48026,deu,dynamic_long,0,gemma-3-1b-it,2,False
flores_48030,deu,dynamic_long,-1,gemma-3-1b-it,1,False
flores_47871,deu,beginner_teacher,0,gemma-3-1b-it,0,True
flores_47886,deu,beginner_teacher,0,gemma-3-1b-it,2,False
flores_47901,deu,beginner_teacher,0,gemma-3-1b-it,2,False
flores_47925,deu,beginner_teacher,0,gemma-3-1b-it,0,True
flores_47951,deu,beginner_teacher,0,gemma-3-1b-it,0,True
flores_47971,deu,beginner_teacher,0,gemma-3-1b-it,0,True
flores_47984,deu,beginner_teacher,0,gemma-3-1b-it,2,False
flores_48014,deu,beginner_teacher,0,gemma-3-1b-it,0,True
flores_48026,deu,beginner_teacher,0,gemma-3-1b-it,0,True
flores_48030,deu,beginner_teacher,0,gemma-3-1b-it,1,False
flores_47871,deu,intermediate_teacher,0,gemma-3-1b-it,0,True
flores_47886,deu,intermediate_teacher,2,gemma-3-1b-it,0,False
flores_47901,deu,intermediate_teacher,0,gemma-3-1b-it,2,False
flores_47925,deu,intermediate_teacher,2,gemma-3-1b-it,0,False
flores_47951,deu,intermediate_teacher,0,gemma-3-1b-it,2,False
flores_47971,deu,intermediate_teacher,-1,gemma-3-1b-it,2,False
flores_47984,deu,intermediate_teacher,-1,gemma-3-1b-it,2,False
flores_48014,deu,intermediate_teacher,0,gemma-3-1b-it,0,True
flores_48026,deu,intermediate_teacher,0,gemma-3-1b-it,0,True
flores_48030,deu,intermediate_teacher,2,gemma-3-1b-it,1,False
flores_47871,deu,expert_teacher,2,gemma-3-1b-it,2,True
flores_47886,deu,expert_teacher,2,gemma-3-1b-it,2,True
flores_47901,deu,expert_teacher,0,gemma-3-1b-it,2,False
flores_47925,deu,expert_teacher,2,gemma-3-1b-it,2,True
flores_47951,deu,expert_teacher,2,gemma-3-1b-it,2,True
flores_47971,deu,expert_teacher,-1,gemma-3-1b-it,2,False
flores_47984,deu,expert_teacher,2,gemma-3-1b-it,2,True
flores_48014,deu,expert_teacher,0,gemma-3-1b-it,0,True
flores_48026,deu,expert_teacher,0,gemma-3-1b-it,2,False
flores_48030,deu,expert_teacher,2,gemma-3-1b-it,2,True
flores_47871,deu,no,0,gpt-4-1-nano,1,False
flores_47886,deu,no,2,gpt-4-1-nano,1,False
flores_47901,deu,no,1,gpt-4-1-nano,1,True
flores_47925,deu,no,2,gpt-4-1-nano,0,False
flores_47951,deu,no,1,gpt-4-1-nano,1,True
flores_47971,deu,no,0,gpt-4-1-nano,0,True
flores_47984,deu,no,1,gpt-4-1-nano,1,True
flores_48014,deu,no,2,gpt-4-1-nano,2,True
flores_48026,deu,no,2,gpt-4-1-nano,2,True
flores_48030,deu,no,2,gpt-4-1-nano,2,True
flores_47871,deu,base,1,gpt-4-1-nano,1,True
flores_47886,deu,base,2,gpt-4-1-nano,2,True
flores_47901,deu,base,1,gpt-4-1-nano,1,True
flores_47925,deu,base,0,gpt-4-1-nano,0,True
flores_47951,deu,base,1,gpt-4-1-nano,1,True
flores_47971,deu,base,2,gpt-4-1-nano,0,False
flores_47984,deu,base,1,gpt-4-1-nano,1,True
flores_48014,deu,base,2,gpt-4-1-nano,2,True
flores_48026,deu,base,2,gpt-4-1-nano,2,True
flores_48030,deu,base,2,gpt-4-1-nano,2,True
flores_47871,deu,static_short,2,gpt-4-1-nano,1,False
flores_47886,deu,static_short,0,gpt-4-1-nano,2,False
flores_47901,deu,static_short,1,gpt-4-1-nano,1,True
flores_47925,deu,static_short,2,gpt-4-1-nano,2,True
flores_47951,deu,static_short,2,gpt-4-1-nano,2,True
flores_47971,deu,static_short,1,gpt-4-1-nano,1,True
flores_47984,deu,static_short,2,gpt-4-1-nano,1,False
flores_48014,deu,static_short,2,gpt-4-1-nano,2,True
flores_48026,deu,static_short,0,gpt-4-1-nano,1,False
flores_48030,deu,static_short,2,gpt-4-1-nano,1,False
flores_47871,deu,static_medium,1,gpt-4-1-nano,1,True
flores_47886,deu,static_medium,2,gpt-4-1-nano,2,True
flores_47901,deu,static_medium,1,gpt-4-1-nano,1,True
flores_47925,deu,static_medium,2,gpt-4-1-nano,1,False
flores_47951,deu,static_medium,2,gpt-4-1-nano,2,True
flores_47971,deu,static_medium,2,gpt-4-1-nano,2,True
flores_47984,deu,static_medium,2,gpt-4-1-nano,0,False
flores_48014,deu,static_medium,2,gpt-4-1-nano,2,True
flores_48026,deu,static_medium,0,gpt-4-1-nano,2,False
flores_48030,deu,static_medium,0,gpt-4-1-nano,0,True
flores_47871,deu,static_long,0,gpt-4-1-nano,1,False
flores_47886,deu,static_long,0,gpt-4-1-nano,2,False
flores_47901,deu,static_long,1,gpt-4-1-nano,1,True
flores_47925,deu,static_long,2,gpt-4-1-nano,2,True
flores_47951,deu,static_long,2,gpt-4-1-nano,2,True
flores_47971,deu,static_long,2,gpt-4-1-nano,0,False
flores_47984,deu,static_long,2,gpt-4-1-nano,1,False
flores_48014,deu,static_long,2,gpt-4-1-nano,2,True
flores_48026,deu,static_long,0,gpt-4-1-nano,1,False
flores_48030,deu,static_long,0,gpt-4-1-nano,0,True
flores_47871,deu,dynamic_short,2,gpt-4-1-nano,0,False
flores_47886,deu,dynamic_short,2,gpt-4-1-nano,1,False
flores_47901,deu,dynamic_short,1,gpt-4-1-nano,1,True
flores_47925,deu,dynamic_short,2,gpt-4-1-nano,2,True
flores_47951,deu,dynamic_short,1,gpt-4-1-nano,1,True
flores_47971,deu,dynamic_short,2,gpt-4-1-nano,0,False
flores_47984,deu,dynamic_short,2,gpt-4-1-nano,0,False
flores_48014,deu,dynamic_short,2,gpt-4-1-nano,2,True
flores_48026,deu,dynamic_short,2,gpt-4-1-nano,2,True
flores_48030,deu,dynamic_short,0,gpt-4-1-nano,0,True
flores_47871,deu,dynamic_medium,1,gpt-4-1-nano,1,True
flores_47886,deu,dynamic_medium,2,gpt-4-1-nano,0,False
flores_47901,deu,dynamic_medium,1,gpt-4-1-nano,1,True
flores_47925,deu,dynamic_medium,2,gpt-4-1-nano,2,True
flores_47951,deu,dynamic_medium,0,gpt-4-1-nano,2,False
flores_47971,deu,dynamic_medium,2,gpt-4-1-nano,0,False
flores_47984,deu,dynamic_medium,0,gpt-4-1-nano,0,True
flores_48014,deu,dynamic_medium,2,gpt-4-1-nano,2,True
flores_48026,deu,dynamic_medium,2,gpt-4-1-nano,2,True
flores_48030,deu,dynamic_medium,2,gpt-4-1-nano,2,True
flores_47871,deu,dynamic_long,0,gpt-4-1-nano,1,False
flores_47886,deu,dynamic_long,2,gpt-4-1-nano,0,False
flores_47901,deu,dynamic_long,1,gpt-4-1-nano,1,True
flores_47925,deu,dynamic_long,2,gpt-4-1-nano,2,True
flores_47951,deu,dynamic_long,1,gpt-4-1-nano,1,True
flores_47971,deu,dynamic_long,2,gpt-4-1-nano,0,False
flores_47984,deu,dynamic_long,2,gpt-4-1-nano,0,False
flores_48014,deu,dynamic_long,2,gpt-4-1-nano,2,True
flores_48026,deu,dynamic_long,0,gpt-4-1-nano,2,False
flores_48030,deu,dynamic_long,0,gpt-4-1-nano,0,True
flores_47871,deu,beginner_teacher,0,gpt-4-1-nano,2,False
flores_47886,deu,beginner_teacher,0,gpt-4-1-nano,2,False
flores_47901,deu,beginner_teacher,0,gpt-4-1-nano,2,False
flores_47925,deu,beginner_teacher,0,gpt-4-1-nano,2,False
flores_47951,deu,beginner_teacher,0,gpt-4-1-nano,2,False
flores_47971,deu,beginner_teacher,0,gpt-4-1-nano,2,False
flores_47984,deu,beginner_teacher,0,gpt-4-1-nano,0,True
flores_48014,deu,beginner_teacher,0,gpt-4-1-nano,2,False
flores_48026,deu,beginner_teacher,0,gpt-4-1-nano,2,False
flores_48030,deu,beginner_teacher,0,gpt-4-1-nano,0,True
flores_47871,deu,intermediate_teacher,2,gpt-4-1-nano,2,True
flores_47886,deu,intermediate_teacher,0,gpt-4-1-nano,2,False
flores_47901,deu,intermediate_teacher,0,gpt-4-1-nano,2,False
flores_47925,deu,intermediate_teacher,-1,gpt-4-1-nano,2,False
flores_47951,deu,intermediate_teacher,0,gpt-4-1-nano,1,False
flores_47971,deu,intermediate_teacher,0,gpt-4-1-nano,2,False
flores_47984,deu,intermediate_teacher,0,gpt-4-1-nano,2,False
flores_48014,deu,intermediate_teacher,-1,gpt-4-1-nano,2,False
flores_48026,deu,intermediate_teacher,-1,gpt-4-1-nano,0,False
flores_48030,deu,intermediate_teacher,0,gpt-4-1-nano,2,False
flores_47871,deu,expert_teacher,0,gpt-4-1-nano,1,False
flores_47886,deu,expert_teacher,2,gpt-4-1-nano,0,False
flores_47901,deu,expert_teacher,2,gpt-4-1-nano,2,True
flores_47925,deu,expert_teacher,2,gpt-4-1-nano,2,True
flores_47951,deu,expert_teacher,2,gpt-4-1-nano,2,True
flores_47971,deu,expert_teacher,2,gpt-4-1-nano,0,False
flores_47984,deu,expert_teacher,2,gpt-4-1-nano,1,False
flores_48014,deu,expert_teacher,2,gpt-4-1-nano,2,True
flores_48026,deu,expert_teacher,0,gpt-4-1-nano,2,False
flores_48030,deu,expert_teacher,2,gpt-4-1-nano,0,False
flores_47871,deu,no,1,gemma-3-4b-it,1,True
flores_47886,deu,no,0,gemma-3-4b-it,2,False
flores_47901,deu,no,1,gemma-3-4b-it,2,False
flores_47925,deu,no,1,gemma-3-4b-it,1,True
flores_47951,deu,no,0,gemma-3-4b-it,2,False
flores_47971,deu,no,2,gemma-3-4b-it,2,True
flores_47984,deu,no,0,gemma-3-4b-it,2,False
flores_48014,deu,no,0,gemma-3-4b-it,1,False
flores_48026,deu,no,0,gemma-3-4b-it,2,False
flores_48030,deu,no,1,gemma-3-4b-it,1,True
flores_47871,deu,base,2,gemma-3-4b-it,1,False
flores_47886,deu,base,2,gemma-3-4b-it,2,True
flores_47901,deu,base,0,gemma-3-4b-it,2,False
flores_47925,deu,base,2,gemma-3-4b-it,1,False
flores_47951,deu,base,2,gemma-3-4b-it,0,False
flores_47971,deu,base,0,gemma-3-4b-it,2,False
flores_47984,deu,base,1,gemma-3-4b-it,1,True
flores_48014,deu,base,2,gemma-3-4b-it,1,False
flores_48026,deu,base,2,gemma-3-4b-it,2,True
flores_48030,deu,base,0,gemma-3-4b-it,2,False
flores_47871,deu,static_short,2,gemma-3-4b-it,2,True
flores_47886,deu,static_short,0,gemma-3-4b-it,2,False
flores_47901,deu,static_short,2,gemma-3-4b-it,0,False
flores_47925,deu,static_short,-1,gemma-3-4b-it,2,False
flores_47951,deu,static_short,2,gemma-3-4b-it,0,False
flores_47971,deu,static_short,-1,gemma-3-4b-it,2,False
flores_47984,deu,static_short,0,gemma-3-4b-it,0,True
flores_48014,deu,static_short,0,gemma-3-4b-it,2,False
flores_48026,deu,static_short,0,gemma-3-4b-it,2,False
flores_48030,deu,static_short,0,gemma-3-4b-it,1,False
flores_47871,deu,static_medium,0,gemma-3-4b-it,0,True
flores_47886,deu,static_medium,0,gemma-3-4b-it,2,False
flores_47901,deu,static_medium,0,gemma-3-4b-it,0,True
flores_47925,deu,static_medium,0,gemma-3-4b-it,2,False
flores_47951,deu,static_medium,2,gemma-3-4b-it,2,True
flores_47971,deu,static_medium,0,gemma-3-4b-it,2,False
flores_47984,deu,static_medium,0,gemma-3-4b-it,0,True
flores_48014,deu,static_medium,0,gemma-3-4b-it,1,False
flores_48026,deu,static_medium,0,gemma-3-4b-it,1,False
flores_48030,deu,static_medium,0,gemma-3-4b-it,1,False
flores_47871,deu,static_long,0,gemma-3-4b-it,2,False
flores_47886,deu,static_long,-1,gemma-3-4b-it,2,False
flores_47901,deu,static_long,2,gemma-3-4b-it,2,True
flores_47925,deu,static_long,0,gemma-3-4b-it,2,False
flores_47951,deu,static_long,2,gemma-3-4b-it,2,True
flores_47971,deu,static_long,0,gemma-3-4b-it,2,False
flores_47984,deu,static_long,0,gemma-3-4b-it,2,False
flores_48014,deu,static_long,0,gemma-3-4b-it,2,False
flores_48026,deu,static_long,0,gemma-3-4b-it,2,False
flores_48030,deu,static_long,0,gemma-3-4b-it,1,False
flores_47871,deu,dynamic_short,0,gemma-3-4b-it,2,False
flores_47886,deu,dynamic_short,0,gemma-3-4b-it,2,False
flores_47901,deu,dynamic_short,2,gemma-3-4b-it,0,False
flores_47925,deu,dynamic_short,2,gemma-3-4b-it,2,True
flores_47951,deu,dynamic_short,2,gemma-3-4b-it,2,True
flores_47971,deu,dynamic_short,-1,gemma-3-4b-it,2,False
flores_47984,deu,dynamic_short,0,gemma-3-4b-it,2,False
flores_48014,deu,dynamic_short,0,gemma-3-4b-it,2,False
flores_48026,deu,dynamic_short,0,gemma-3-4b-it,2,False
flores_48030,deu,dynamic_short,0,gemma-3-4b-it,1,False
flores_47871,deu,dynamic_medium,2,gemma-3-4b-it,2,True
flores_47886,deu,dynamic_medium,2,gemma-3-4b-it,0,False
flores_47901,deu,dynamic_medium,2,gemma-3-4b-it,0,False
flores_47925,deu,dynamic_medium,0,gemma-3-4b-it,2,False
flores_47951,deu,dynamic_medium,2,gemma-3-4b-it,2,True
flores_47971,deu,dynamic_medium,1,gemma-3-4b-it,0,False
flores_47984,deu,dynamic_medium,2,gemma-3-4b-it,2,True
flores_48014,deu,dynamic_medium,0,gemma-3-4b-it,2,False
flores_48026,deu,dynamic_medium,0,gemma-3-4b-it,0,True
flores_48030,deu,dynamic_medium,0,gemma-3-4b-it,2,False
flores_47871,deu,dynamic_long,2,gemma-3-4b-it,2,True
flores_47886,deu,dynamic_long,2,gemma-3-4b-it,2,True
flores_47901,deu,dynamic_long,2,gemma-3-4b-it,0,False
flores_47925,deu,dynamic_long,2,gemma-3-4b-it,2,True
flores_47951,deu,dynamic_long,2,gemma-3-4b-it,2,True
flores_47971,deu,dynamic_long,0,gemma-3-4b-it,0,True
flores_47984,deu,dynamic_long,0,gemma-3-4b-it,2,False
flores_48014,deu,dynamic_long,2,gemma-3-4b-it,2,True
flores_48026,deu,dynamic_long,0,gemma-3-4b-it,0,True
flores_48030,deu,dynamic_long,0,gemma-3-4b-it,2,False
flores_47871,deu,beginner_teacher,0,gemma-3-4b-it,0,True
flores_47886,deu,beginner_teacher,0,gemma-3-4b-it,2,False
flores_47901,deu,beginner_teacher,1,gemma-3-4b-it,2,False
flores_47925,deu,beginner_teacher,0,gemma-3-4b-it,2,False
flores_47951,deu,beginner_teacher,0,gemma-3-4b-it,2,False
flores_47971,deu,beginner_teacher,0,gemma-3-4b-it,2,False
flores_47984,deu,beginner_teacher,0,gemma-3-4b-it,2,False
flores_48014,deu,beginner_teacher,0,gemma-3-4b-it,0,True
flores_48026,deu,beginner_teacher,0,gemma-3-4b-it,0,True
flores_48030,deu,beginner_teacher,0,gemma-3-4b-it,2,False
flores_47871,deu,intermediate_teacher,0,gemma-3-4b-it,2,False
flores_47886,deu,intermediate_teacher,0,gemma-3-4b-it,2,False
flores_47901,deu,intermediate_teacher,0,gemma-3-4b-it,2,False
flores_47925,deu,intermediate_teacher,-1,gemma-3-4b-it,2,False
flores_47951,deu,intermediate_teacher,0,gemma-3-4b-it,0,True
flores_47971,deu,intermediate_teacher,0,gemma-3-4b-it,2,False
flores_47984,deu,intermediate_teacher,0,gemma-3-4b-it,2,False
flores_48014,deu,intermediate_teacher,0,gemma-3-4b-it,2,False
flores_48026,deu,intermediate_teacher,-1,gemma-3-4b-it,2,False
flores_48030,deu,intermediate_teacher,0,gemma-3-4b-it,1,False
flores_47871,deu,expert_teacher,0,gemma-3-4b-it,2,False
flores_47886,deu,expert_teacher,0,gemma-3-4b-it,0,True
flores_47901,deu,expert_teacher,-1,gemma-3-4b-it,0,False
flores_47925,deu,expert_teacher,0,gemma-3-4b-it,2,False
flores_47951,deu,expert_teacher,1,gemma-3-4b-it,2,False
flores_47971,deu,expert_teacher,2,gemma-3-4b-it,2,True
flores_47984,deu,expert_teacher,-1,gemma-3-4b-it,2,False
flores_48014,deu,expert_teacher,0,gemma-3-4b-it,2,False
flores_48026,deu,expert_teacher,0,gemma-3-4b-it,2,False
flores_48030,deu,expert_teacher,0,gemma-3-4b-it,2,False
flores_47871,deu,no,2,llama-3-2-1b-instruct,1,False
flores_47886,deu,no,2,llama-3-2-1b-instruct,1,False
flores_47901,deu,no,0,llama-3-2-1b-instruct,1,False
flores_47925,deu,no,1,llama-3-2-1b-instruct,1,True
flores_47951,deu,no,1,llama-3-2-1b-instruct,1,True
flores_47971,deu,no,0,llama-3-2-1b-instruct,1,False
flores_47984,deu,no,2,llama-3-2-1b-instruct,1,False
flores_48014,deu,no,2,llama-3-2-1b-instruct,2,True
flores_48026,deu,no,2,llama-3-2-1b-instruct,2,True
